[coverage strength]
4
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S12_select_recurrenceFieldSelect,S2_type_amount,S10_type_firstPaymentDate,S3_select_schedulingTypeSelect_index_2,S5_select_schedulingTypeSelect_index_3,S1_wait_input,S18_click_cssInputButton,S0_type_memberUserName,S6_select_schedulingTypeSelect_index_1,S13_submit_submitButton
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,invalidAmountRight,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,validAcceptableAmount,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,invalidAmountRight,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,invalidAmountRight,02/02/2012,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,DAYS,validAcceptableAmount,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,WEEKS,invalidAmountRight,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,MONTHS,invalidAmountRight,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,invalidAmountRight,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,DAYS,validAcceptableAmount,02/02/2012,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,invalidAmountRight,02/02/2012,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,WEEKS,validAcceptableAmount,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,MONTHS,invalidAmountRight,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,invalidAmountRight,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,DAYS,validAcceptableAmount,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,02/02/2012,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,invalidAmountRight,02/02/2012,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,DAYS,validAcceptableAmount,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,WEEKS,invalidAmountRight,invalidPaymentPastDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,invalidAmountRight,invalidPaymentFutureDate,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,MONTHS,validAcceptableAmount,02/02/2012,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,MONTHS,invalidAmountLeft,02/02/2012,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,IMMEDIATELY,action
