[coverage strength]
6
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S12_select_recurrenceFieldSelect,S2_type_amount,S10_type_firstPaymentDate,S1_wait_input,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S14_submit_submitButton,S18_click_cssInputButton,S0_type_memberUserName,S13_click_calculatePaymentsButton
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,DAYS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,DAYS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,DAYS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,MONTHS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,MONTHS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,MONTHS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,DAYS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,DAYS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,02/02/2012,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,invalidPaymentPastDate,action,IMMEDIATELY,SINGLE_FUTURE,MULTIPLE_FUTURE,action,action,test1,action
