[coverage strength]
6
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S10_type_firstPaymentDate,S7_select_schedulingTypeSelect_index_2,S7_select_schedulingTypeSelect_index_1,S12_click_calculatePaymentsButton,S2_type_amount,S5_select_schedulingTypeSelect_index_3,S1_wait_input,S6_select_schedulingTypeSelect_index_3,S0_type_memberUserName,S3_select_schedulingTypeSelect_index_3
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountLef,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountRight,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountLef,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountRight,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountLef,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountRight,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountLef,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidPaymentPastDate,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountRight,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidPaymentFutureDate,SINGLE_FUTURE,IMMEDIATELY,action,validAcceptableAmount,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
invalidRecurrenceNumberRight,invalidPaymentCountRight,02/02/2012,SINGLE_FUTURE,IMMEDIATELY,action,invalidAmountLeft,MULTIPLE_FUTURE,action,MULTIPLE_FUTURE,test1,MULTIPLE_FUTURE
