[coverage strength]
4
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S2_type_amount,S10_type_firstPaymentDate,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S1_wait_input,S0_type_memberUserName,S12_submit_submitButton
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberLef,invalidPaymentCountRight,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween17and36,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,validPaymentCountBetween1and6,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountLef,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
invalidRecurrenceNumberRight,invalidPaymentCountRight,invalidAmountLeft,invalidPaymentPastDate,MULTIPLE_FUTURE,IMMEDIATELY,MULTIPLE_FUTURE,action,test1,action
